commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,source,devise,annee,mois,trimestre,jour_semaine,tranche_montant,est_annulee,ca_perdu,saison,ville,region,segment,date_inscription,nom,categorie,fournisseur,delai_inscription_commande
CMD-Q1-00823,CLI0202,PRD0103,9,57.7,519.3,2024-01-24,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mercredi,500-2000€,False,0.0,Hiver,Lille,Nouvelle-Aquitaine,PME,2022-09-06,Produit_Sto_103,Stockage,DataStore,505.0
CMD-Q1-00824,CLI0172,PRD0065,3,352.58,1057.74,2024-03-03,livrée,CB,PACA,Q1_2024,EUR,2024,3,1,Dimanche,500-2000€,False,0.0,Printemps,Bordeaux,Île-de-France,Particulier,2023-08-03,Produit_Aud_65,Audio,MediaShop,213.0
CMD-Q1-00825,CLI0082,PRD0134,1,487.38,487.38,2024-01-21,annulée,Virement,Île-de-France,Q1_2024,EUR,2024,1,1,Dimanche,100-500€,True,487.38,Hiver,Toulouse,Nouvelle-Aquitaine,PME,2022-10-19,Produit_Rés_134,Réseau,DataStore,459.0
CMD-Q1-00826,CLI0486,PRD0044,6,146.42,878.52,2024-03-22,annulée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Vendredi,500-2000€,True,878.52,Printemps,Toulouse,Auvergne-RA,PME,2022-07-11,Produit_Tél_44,Téléphonie,MediaShop,620.0
CMD-Q1-00827,CLI0051,PRD0080,4,131.51,526.04,2024-03-14,livrée,Chèque,Île-de-France,Q1_2024,EUR,2024,3,1,Jeudi,500-2000€,False,0.0,Printemps,Montpellier,PACA,Particulier,2020-09-26,,,,1265.0
CMD-Q1-00828,CLI0092,PRD0089,9,93.09,837.81,2024-02-11,retournée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Dimanche,500-2000€,False,0.0,Hiver,Strasbourg,PACA,Startup,2020-02-24,,,,1448.0
CMD-Q1-00829,CLI0257,PRD0115,2,374.29,748.58,2024-02-26,livrée,Virement,Occitanie,Q1_2024,EUR,2024,2,1,Lundi,500-2000€,False,0.0,Hiver,Paris,Occitanie,Particulier,2021-07-16,Produit_Sto_115,Stockage,MediaShop,955.0
CMD-Q1-00830,CLI0150,PRD0079,1,400.46,400.46,2024-01-27,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Samedi,100-500€,False,0.0,Hiver,Montpellier,Occitanie,Particulier,2021-11-25,Produit_Acc_79,Accessoires,TechPro,793.0
CMD-Q1-00831,CLI0466,PRD0145,7,54.52,381.64,2024-01-07,livrée,PayPal,PACA,Q1_2024,EUR,2024,1,1,Dimanche,100-500€,False,0.0,Hiver,Lyon,Auvergne-RA,Particulier,2022-01-27,,,,710.0
CMD-Q1-00832,CLI0130,PRD0067,8,126.77,1014.16,2024-02-17,livrée,Chèque,Auvergne-RA,Q1_2024,EUR,2024,2,1,Samedi,500-2000€,False,0.0,Hiver,Paris,PACA,PME,2023-12-24,Produit_Aud_67,Audio,TechPro,55.0
CMD-Q1-00833,CLI0172,PRD0038,7,45.83,320.81,2024-03-07,livrée,PayPal,Île-de-France,Q1_2024,EUR,2024,3,1,Jeudi,100-500€,False,0.0,Printemps,Bordeaux,Île-de-France,Particulier,2023-08-03,Produit_Tél_38,Téléphonie,MediaShop,217.0
CMD-Q1-00834,CLI0488,PRD0129,6,124.46,746.76,2024-01-08,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Lundi,500-2000€,False,0.0,Hiver,Toulouse,Nouvelle-Aquitaine,PME,2021-01-26,,,,1077.0
CMD-Q1-00835,CLI0434,PRD0059,3,117.97,353.91,2024-03-25,retournée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Lundi,100-500€,False,0.0,Printemps,Lyon,Nouvelle-Aquitaine,Particulier,2020-06-14,Produit_Aud_59,Audio,ElecPlus,1380.0
CMD-Q1-00836,CLI0135,PRD0071,4,90.96,363.84,2024-03-12,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Mardi,100-500€,False,0.0,Printemps,Montpellier,Nouvelle-Aquitaine,PME,2023-08-25,Produit_Aud_71,Audio,MediaShop,200.0
CMD-Q1-00837,CLI0202,PRD0016,4,87.66,350.64,2024-03-30,livrée,Virement,Occitanie,Q1_2024,EUR,2024,3,1,Samedi,100-500€,False,0.0,Printemps,Lille,Nouvelle-Aquitaine,PME,2022-09-06,Produit_Inf_16,Informatique,ElecPlus,571.0
CMD-Q1-00838,CLI0078,PRD0049,3,65.78,197.34,2024-03-28,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Jeudi,100-500€,False,0.0,Printemps,Montpellier,Île-de-France,Particulier,2021-08-01,Produit_Tél_49,Téléphonie,TechPro,970.0
CMD-Q1-00839,CLI0479,PRD0027,7,45.84,320.88,2024-01-07,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Dimanche,100-500€,False,0.0,Hiver,Lille,Auvergne-RA,Particulier,2023-10-23,Produit_Tél_27,Téléphonie,DataStore,76.0
CMD-Q1-00840,CLI0137,PRD0135,7,112.71,788.97,2024-01-03,annulée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Mercredi,500-2000€,True,788.97,Hiver,Marseille,Nouvelle-Aquitaine,Particulier,2023-03-22,,,,287.0
CMD-Q1-00841,CLI0466,PRD0039,3,29.83,89.49,2024-01-13,en_cours,CB,Occitanie,Q1_2024,EUR,2024,1,1,Samedi,<100€,False,0.0,Hiver,Lyon,Auvergne-RA,Particulier,2022-01-27,Produit_Tél_39,Téléphonie,DataStore,716.0
CMD-Q1-00842,CLI0177,PRD0126,2,82.76,165.52,2024-01-05,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Vendredi,100-500€,False,0.0,Hiver,Lille,Occitanie,PME,2023-01-04,Produit_Rés_126,Réseau,MediaShop,366.0
CMD-Q1-00843,CLI0431,PRD0073,7,200.41,1402.87,2024-01-30,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Strasbourg,PACA,Particulier,2022-01-29,Produit_Aud_73,Audio,TechPro,731.0
CMD-Q1-00844,CLI0058,PRD0096,2,33.23,66.46,2024-02-18,en_cours,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Dimanche,<100€,False,0.0,Hiver,Paris,Occitanie,PME,2020-08-15,Produit_Acc_96,Accessoires,ElecPlus,1282.0
CMD-Q1-00845,CLI0302,PRD0061,8,75.83,606.64,2024-02-20,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Mardi,500-2000€,False,0.0,Hiver,Montpellier,Occitanie,Particulier,2023-12-18,Produit_Aud_61,Audio,DataStore,64.0
CMD-Q1-00846,CLI0481,PRD0013,5,59.14,295.7,2024-03-11,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Lundi,100-500€,False,0.0,Printemps,Lille,Nouvelle-Aquitaine,PME,2021-02-04,Produit_Inf_13,Informatique,ElecPlus,1131.0
CMD-Q1-00847,CLI0043,PRD0001,6,57.96,347.76,2024-02-11,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Dimanche,100-500€,False,0.0,Hiver,Bordeaux,Auvergne-RA,Particulier,2020-03-15,Produit_Inf_1,Informatique,TechPro,1428.0
CMD-Q1-00848,CLI0006,PRD0106,9,52.42,471.78,2024-01-31,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Mercredi,100-500€,False,0.0,Hiver,Nice,Auvergne-RA,PME,2023-02-23,Produit_Sto_106,Stockage,MediaShop,342.0
CMD-Q1-00849,CLI0200,PRD0017,2,222.33,444.66,2024-02-01,livrée,CB,PACA,Q1_2024,EUR,2024,2,1,Jeudi,100-500€,False,0.0,Hiver,Lyon,Île-de-France,Startup,2020-04-25,Produit_Inf_17,Informatique,MediaShop,1377.0
CMD-Q1-00850,CLI0485,PRD0089,7,93.09,651.63,2024-01-27,en_cours,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Samedi,500-2000€,False,0.0,Hiver,Lyon,Île-de-France,PME,2021-05-19,,,,983.0
CMD-Q1-00851,CLI0142,PRD0118,4,76.42,305.68,2024-03-06,livrée,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Mercredi,100-500€,False,0.0,Printemps,Bordeaux,Île-de-France,Particulier,2020-08-29,,,,1285.0
CMD-Q1-00852,CLI0066,PRD0067,8,126.77,1014.16,2024-01-16,livrée,Chèque,Auvergne-RA,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Nantes,Île-de-France,PME,2021-07-20,Produit_Aud_67,Audio,TechPro,910.0
CMD-Q1-00853,CLI0367,PRD0064,5,107.08,535.4,2024-03-06,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Mercredi,500-2000€,False,0.0,Printemps,Montpellier,Nouvelle-Aquitaine,PME,2021-03-06,Produit_Aud_64,Audio,ElecPlus,1096.0
CMD-Q1-00854,CLI0283,PRD0112,7,79.76,558.32,2024-03-29,en_cours,CB,PACA,Q1_2024,EUR,2024,3,1,Vendredi,500-2000€,False,0.0,Printemps,Lille,PACA,Particulier,2022-07-18,Produit_Sto_112,Stockage,DataStore,620.0
CMD-Q1-00855,CLI0048,PRD0112,8,79.76,638.08,2024-02-20,livrée,CB,PACA,Q1_2024,EUR,2024,2,1,Mardi,500-2000€,False,0.0,Hiver,Lille,Île-de-France,PME,2022-06-29,Produit_Sto_112,Stockage,DataStore,601.0
CMD-Q1-00856,CLI0427,PRD0019,4,62.97,251.88,2024-03-09,livrée,CB,PACA,Q1_2024,EUR,2024,3,1,Samedi,100-500€,False,0.0,Printemps,Strasbourg,PACA,Particulier,2022-10-11,,,,515.0
CMD-Q1-00857,CLI0143,PRD0104,6,81.27,487.62,2024-03-17,livrée,Chèque,PACA,Q1_2024,EUR,2024,3,1,Dimanche,100-500€,False,0.0,Printemps,Paris,Île-de-France,Particulier,2021-08-11,Produit_Sto_104,Stockage,MediaShop,949.0
CMD-Q1-00858,CLI0006,PRD0044,3,146.42,439.26,2024-01-28,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Dimanche,100-500€,False,0.0,Hiver,Nice,Auvergne-RA,PME,2023-02-23,Produit_Tél_44,Téléphonie,MediaShop,339.0
CMD-Q1-00859,CLI0025,PRD0091,1,75.28,75.28,2024-03-20,annulée,Virement,PACA,Q1_2024,EUR,2024,3,1,Mercredi,<100€,True,75.28,Printemps,Lyon,Nouvelle-Aquitaine,Particulier,2022-09-10,,,,557.0
CMD-Q1-00860,CLI0090,PRD0124,5,55.52,277.6,2024-03-07,annulée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Jeudi,100-500€,True,277.6,Printemps,Toulouse,Auvergne-RA,Startup,2022-07-10,Produit_Rés_124,Réseau,ElecPlus,606.0
CMD-Q1-00861,CLI0401,PRD0132,5,66.14,330.7,2024-02-22,annulée,CB,PACA,Q1_2024,EUR,2024,2,1,Jeudi,100-500€,True,330.7,Hiver,Paris,Auvergne-RA,Startup,2020-06-02,Produit_Rés_132,Réseau,MediaShop,1360.0
CMD-Q1-00862,CLI0122,PRD0014,6,415.81,2494.86,2024-03-27,annulée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Mercredi,>2000€,True,2494.86,Printemps,Bordeaux,PACA,Particulier,2020-01-07,Produit_Inf_14,Informatique,MediaShop,1541.0
CMD-Q1-00863,CLI0354,PRD0091,5,75.28,376.4,2024-01-11,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Jeudi,100-500€,False,0.0,Hiver,Lyon,Auvergne-RA,PME,2023-10-13,,,,90.0
CMD-Q1-00864,CLI0033,PRD0060,3,436.88,1310.64,2024-02-22,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Jeudi,500-2000€,False,0.0,Hiver,Nantes,PACA,Startup,2020-12-02,,,,1177.0
CMD-Q1-00865,CLI0160,PRD0012,8,295.77,2366.16,2024-02-02,livrée,Virement,PACA,Q1_2024,EUR,2024,2,1,Vendredi,>2000€,False,0.0,Hiver,Toulouse,Île-de-France,Particulier,2020-10-27,Produit_Inf_12,Informatique,TechPro,1193.0
CMD-Q1-00866,CLI0481,PRD0111,3,237.06,711.18,2024-03-01,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Vendredi,500-2000€,False,0.0,Printemps,Lille,Nouvelle-Aquitaine,PME,2021-02-04,Produit_Sto_111,Stockage,ElecPlus,1121.0
CMD-Q1-00867,CLI0392,PRD0047,7,68.36,478.52,2024-03-18,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Lundi,100-500€,False,0.0,Printemps,Nantes,Nouvelle-Aquitaine,Particulier,2022-03-07,Produit_Tél_47,Téléphonie,TechPro,742.0
CMD-Q1-00868,CLI0264,PRD0010,9,81.94,737.46,2024-01-12,annulée,CB,PACA,Q1_2024,EUR,2024,1,1,Vendredi,500-2000€,True,737.46,Hiver,Strasbourg,Auvergne-RA,Particulier,2023-05-11,Produit_Inf_10,Informatique,MediaShop,246.0
CMD-Q1-00869,CLI0149,PRD0146,9,30.77,276.93,2024-01-01,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Lundi,100-500€,False,0.0,Hiver,Strasbourg,Nouvelle-Aquitaine,PME,2023-08-17,Produit_Rés_146,Réseau,TechPro,137.0
CMD-Q1-00870,CLI0362,PRD0061,5,75.83,379.15,2024-01-23,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mardi,100-500€,False,0.0,Hiver,Nantes,Île-de-France,Grand Compte,2022-03-28,Produit_Aud_61,Audio,DataStore,666.0
CMD-Q1-00871,CLI0315,PRD0069,6,106.11,636.66,2024-02-15,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Jeudi,500-2000€,False,0.0,Hiver,Strasbourg,Île-de-France,Particulier,2022-04-29,Produit_Aud_69,Audio,DataStore,657.0
CMD-Q1-00872,CLI0113,PRD0020,6,304.72,1828.32,2024-01-23,livrée,Virement,Île-de-France,Q1_2024,EUR,2024,1,1,Mardi,500-2000€,False,0.0,Hiver,Nantes,Occitanie,Grand Compte,2022-12-06,Produit_Inf_20,Informatique,TechPro,413.0
CMD-Q1-00873,CLI0312,PRD0017,9,222.33,2000.97,2024-02-19,en_cours,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Lundi,>2000€,False,0.0,Hiver,Marseille,PACA,PME,2020-01-01,Produit_Inf_17,Informatique,MediaShop,1510.0
CMD-Q1-00874,CLI0168,PRD0096,1,33.23,33.23,2024-02-22,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Jeudi,<100€,False,0.0,Hiver,Nantes,Nouvelle-Aquitaine,PME,2020-11-03,Produit_Acc_96,Accessoires,ElecPlus,1206.0
CMD-Q1-00875,CLI0024,PRD0065,8,352.58,2820.64,2024-03-28,retournée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Jeudi,>2000€,False,0.0,Printemps,Lyon,Auvergne-RA,Particulier,2023-09-20,Produit_Aud_65,Audio,MediaShop,190.0
CMD-Q1-00876,CLI0103,PRD0050,8,27.92,223.36,2024-02-09,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Vendredi,100-500€,False,0.0,Hiver,Montpellier,Auvergne-RA,Particulier,2020-12-29,Produit_Tél_50,Téléphonie,DataStore,1137.0
CMD-Q1-00877,CLI0343,PRD0134,3,487.38,1462.14,2024-01-05,livrée,Virement,PACA,Q1_2024,EUR,2024,1,1,Vendredi,500-2000€,False,0.0,Hiver,Nantes,Auvergne-RA,Particulier,2023-12-11,Produit_Rés_134,Réseau,DataStore,25.0
CMD-Q1-00878,CLI0330,PRD0045,3,55.24,165.72,2024-03-01,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Vendredi,100-500€,False,0.0,Printemps,Montpellier,PACA,Particulier,2021-07-10,,,,965.0
CMD-Q1-00879,CLI0421,PRD0015,9,80.47,724.23,2024-01-04,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Jeudi,500-2000€,False,0.0,Hiver,Strasbourg,Île-de-France,PME,2023-01-28,,,,341.0
CMD-Q1-00880,CLI0196,PRD0134,4,487.38,1949.52,2024-03-22,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Vendredi,500-2000€,False,0.0,Printemps,Marseille,Nouvelle-Aquitaine,Particulier,2021-07-07,Produit_Rés_134,Réseau,DataStore,989.0
CMD-Q1-00881,CLI0058,PRD0152,3,499.98,1499.94,2024-03-13,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Mercredi,500-2000€,False,0.0,Printemps,Paris,Occitanie,PME,2020-08-15,Produit_Rés_152,Réseau,ElecPlus,1306.0
CMD-Q1-00882,CLI0146,PRD0145,2,54.52,109.04,2024-03-21,livrée,PayPal,Île-de-France,Q1_2024,EUR,2024,3,1,Jeudi,100-500€,False,0.0,Printemps,Montpellier,Auvergne-RA,Particulier,2023-01-12,,,,434.0
CMD-Q1-00883,CLI0144,PRD0015,3,80.47,241.41,2024-03-17,livrée,Chèque,Île-de-France,Q1_2024,EUR,2024,3,1,Dimanche,100-500€,False,0.0,Printemps,Nice,Auvergne-RA,Particulier,2022-09-20,,,,544.0
CMD-Q1-00884,CLI0276,PRD0109,4,18.3,73.2,2024-02-18,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Dimanche,<100€,False,0.0,Hiver,Marseille,Occitanie,Startup,2021-05-18,,,,1006.0
CMD-Q1-00885,CLI0351,PRD0143,8,104.0,832.0,2024-01-17,livrée,PayPal,Auvergne-RA,Q1_2024,EUR,2024,1,1,Mercredi,500-2000€,False,0.0,Hiver,Paris,Nouvelle-Aquitaine,Particulier,2020-01-01,Produit_Rés_143,Réseau,TechPro,1477.0
CMD-Q1-00886,CLI0412,PRD0107,2,101.48,202.96,2024-02-13,annulée,CB,PACA,Q1_2024,EUR,2024,2,1,Mardi,100-500€,True,202.96,Hiver,Nice,Auvergne-RA,Particulier,2022-05-18,Produit_Sto_107,Stockage,ElecPlus,636.0
CMD-Q1-00887,CLI0185,PRD0039,3,29.83,89.49,2024-03-23,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Samedi,<100€,False,0.0,Printemps,Nice,Nouvelle-Aquitaine,Particulier,2020-01-02,Produit_Tél_39,Téléphonie,DataStore,1542.0
CMD-Q1-00888,CLI0426,PRD0083,9,173.76,1563.84,2024-02-05,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Lundi,500-2000€,False,0.0,Hiver,Strasbourg,Auvergne-RA,Particulier,2022-06-01,Produit_Acc_83,Accessoires,DataStore,614.0
CMD-Q1-00889,CLI0077,PRD0058,4,118.62,474.48,2024-01-19,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Vendredi,100-500€,False,0.0,Hiver,Strasbourg,Occitanie,Particulier,2020-11-08,Produit_Aud_58,Audio,TechPro,1167.0
CMD-Q1-00890,CLI0252,PRD0070,4,28.37,113.48,2024-01-10,livrée,CB,PACA,Q1_2024,EUR,2024,1,1,Mercredi,100-500€,False,0.0,Hiver,Nice,Occitanie,Particulier,2020-01-19,Produit_Aud_70,Audio,ElecPlus,1452.0
CMD-Q1-00891,CLI0124,PRD0121,1,34.92,34.92,2024-01-22,en_cours,Chèque,Île-de-France,Q1_2024,EUR,2024,1,1,Lundi,<100€,False,0.0,Hiver,Strasbourg,Auvergne-RA,PME,2022-12-05,Produit_Sto_121,Stockage,TechPro,413.0
CMD-Q1-00892,CLI0295,PRD0115,4,374.29,1497.16,2024-01-01,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Lundi,500-2000€,False,0.0,Hiver,Nantes,Île-de-France,PME,2022-08-04,Produit_Sto_115,Stockage,MediaShop,515.0
CMD-Q1-00893,CLI0410,PRD0087,6,72.84,437.04,2024-01-01,en_cours,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Lundi,100-500€,False,0.0,Hiver,Lille,Nouvelle-Aquitaine,Particulier,2023-10-12,Produit_Acc_87,Accessoires,ElecPlus,81.0
CMD-Q1-00894,CLI0130,PRD0016,2,87.66,175.32,2024-01-13,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Samedi,100-500€,False,0.0,Hiver,Paris,PACA,PME,2023-12-24,Produit_Inf_16,Informatique,ElecPlus,20.0
CMD-Q1-00895,CLI0446,PRD0011,7,27.63,193.41,2024-03-24,annulée,Virement,Auvergne-RA,Q1_2024,EUR,2024,3,1,Dimanche,100-500€,True,193.41,Printemps,Lyon,Auvergne-RA,Particulier,2021-09-30,Produit_Inf_11,Informatique,ElecPlus,906.0
CMD-Q1-00896,CLI0182,PRD0152,1,499.98,499.98,2024-03-25,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Lundi,100-500€,False,0.0,Printemps,Toulouse,PACA,Grand Compte,2023-02-14,Produit_Rés_152,Réseau,ElecPlus,405.0
CMD-Q1-00897,CLI0304,PRD0055,4,45.75,183.0,2024-03-23,en_cours,Virement,Auvergne-RA,Q1_2024,EUR,2024,3,1,Samedi,100-500€,False,0.0,Printemps,Strasbourg,Nouvelle-Aquitaine,PME,2023-11-30,Produit_Aud_55,Audio,MediaShop,114.0
CMD-Q1-00898,CLI0299,PRD0032,6,109.17,655.02,2024-03-23,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Samedi,500-2000€,False,0.0,Printemps,Bordeaux,Nouvelle-Aquitaine,Particulier,2023-02-24,,,,393.0
CMD-Q1-00899,CLI0047,PRD0054,4,124.37,497.48,2024-02-01,en_cours,Virement,Occitanie,Q1_2024,EUR,2024,2,1,Jeudi,100-500€,False,0.0,Hiver,Nantes,Auvergne-RA,Particulier,2020-09-17,Produit_Tél_54,Téléphonie,TechPro,1232.0
CMD-Q1-00900,CLI0443,PRD0011,2,27.63,55.26,2024-01-20,livrée,CB,PACA,Q1_2024,EUR,2024,1,1,Samedi,<100€,False,0.0,Hiver,Toulouse,Île-de-France,Particulier,2023-07-18,Produit_Inf_11,Informatique,ElecPlus,186.0
CMD-Q1-00901,CLI0003,PRD0041,1,48.15,48.15,2024-03-26,en_cours,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Mardi,<100€,False,0.0,Printemps,Nantes,Occitanie,PME,2023-11-17,Produit_Tél_41,Téléphonie,TechPro,130.0
CMD-Q1-00902,CLI0209,PRD0076,4,211.08,844.32,2024-03-05,annulée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Mardi,500-2000€,True,844.32,Printemps,Marseille,Auvergne-RA,Particulier,2020-05-13,,,,1392.0
CMD-Q1-00903,CLI0279,PRD0029,9,149.76,1347.84,2024-03-25,livrée,Virement,Île-de-France,Q1_2024,EUR,2024,3,1,Lundi,500-2000€,False,0.0,Printemps,Strasbourg,PACA,PME,2020-10-09,Produit_Tél_29,Téléphonie,TechPro,1263.0
CMD-Q1-00904,CLI0061,PRD0087,5,72.84,364.2,2024-03-01,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Vendredi,100-500€,False,0.0,Printemps,Bordeaux,PACA,Startup,2022-05-21,Produit_Acc_87,Accessoires,ElecPlus,650.0
CMD-Q1-00905,CLI0235,PRD0031,3,152.91,458.73,2024-01-25,en_cours,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Jeudi,100-500€,False,0.0,Hiver,Lyon,PACA,Grand Compte,2020-09-29,,,,1213.0
CMD-Q1-00906,CLI0430,PRD0019,7,62.97,440.79,2024-01-15,annulée,CB,PACA,Q1_2024,EUR,2024,1,1,Lundi,100-500€,True,440.79,Hiver,Lyon,Nouvelle-Aquitaine,Startup,2023-01-12,,,,368.0
CMD-Q1-00907,CLI0098,PRD0072,6,121.78,730.68,2024-03-13,livrée,CB,PACA,Q1_2024,EUR,2024,3,1,Mercredi,500-2000€,False,0.0,Printemps,Paris,Occitanie,Particulier,2021-12-10,,,,824.0
CMD-Q1-00908,CLI0454,PRD0060,3,436.88,1310.64,2024-02-29,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Jeudi,500-2000€,False,0.0,Hiver,Paris,Auvergne-RA,Startup,2020-08-29,,,,1279.0
CMD-Q1-00909,CLI0355,PRD0023,4,163.48,653.92,2024-02-06,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Mardi,500-2000€,False,0.0,Hiver,Nice,Occitanie,Particulier,2021-05-22,Produit_Inf_23,Informatique,TechPro,990.0
CMD-Q1-00910,CLI0261,PRD0069,9,106.11,954.99,2024-03-29,en_cours,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Vendredi,500-2000€,False,0.0,Printemps,Montpellier,Nouvelle-Aquitaine,Grand Compte,2023-09-27,Produit_Aud_69,Audio,DataStore,184.0
CMD-Q1-00911,CLI0019,PRD0136,7,54.7,382.9,2024-01-17,livrée,PayPal,PACA,Q1_2024,EUR,2024,1,1,Mercredi,100-500€,False,0.0,Hiver,Toulouse,Occitanie,Particulier,2020-03-23,Produit_Rés_136,Réseau,MediaShop,1395.0
CMD-Q1-00912,CLI0116,PRD0005,8,95.95,767.6,2024-03-25,en_cours,PayPal,PACA,Q1_2024,EUR,2024,3,1,Lundi,500-2000€,False,0.0,Printemps,Montpellier,PACA,PME,2023-05-03,Produit_Inf_5,Informatique,MediaShop,327.0
CMD-Q1-00913,CLI0391,PRD0085,5,181.81,909.05,2024-01-17,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Mercredi,500-2000€,False,0.0,Hiver,Lille,Nouvelle-Aquitaine,PME,2020-09-30,Produit_Acc_85,Accessoires,DataStore,1204.0
CMD-Q1-00914,CLI0254,PRD0142,7,137.33,961.31,2024-02-17,en_cours,CB,PACA,Q1_2024,EUR,2024,2,1,Samedi,500-2000€,False,0.0,Hiver,Lille,Nouvelle-Aquitaine,PME,2020-06-09,,,,1348.0
CMD-Q1-00915,CLI0460,PRD0063,9,86.81,781.29,2024-01-10,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Mercredi,500-2000€,False,0.0,Hiver,Lille,Occitanie,Particulier,2021-10-14,Produit_Aud_63,Audio,ElecPlus,818.0
CMD-Q1-00916,CLI0419,PRD0140,2,84.52,169.04,2024-03-11,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Lundi,100-500€,False,0.0,Printemps,Lille,Île-de-France,Grand Compte,2021-11-11,,,,851.0
CMD-Q1-00917,CLI0480,PRD0063,8,86.81,694.48,2024-01-13,livrée,CB,PACA,Q1_2024,EUR,2024,1,1,Samedi,500-2000€,False,0.0,Hiver,Marseille,Occitanie,PME,2020-02-13,Produit_Aud_63,Audio,ElecPlus,1430.0
CMD-Q1-00918,CLI0441,PRD0114,6,61.01,366.06,2024-01-04,livrée,PayPal,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Jeudi,100-500€,False,0.0,Hiver,Paris,Auvergne-RA,PME,2023-06-14,Produit_Sto_114,Stockage,MediaShop,204.0
CMD-Q1-00919,CLI0225,PRD0099,8,182.41,1459.28,2024-03-24,annulée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Dimanche,500-2000€,True,1459.28,Printemps,Montpellier,Île-de-France,Startup,2023-02-27,Produit_Sto_99,Stockage,DataStore,391.0
