commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,source,devise,annee,mois,trimestre,jour_semaine,ville,region,segment,date_inscription,nom,categorie,fournisseur,tranche_montant,saison,est_annulee,ca_perdu,delai_inscription_commande
CMD-Q1-01158,CLI0130,PRD0108,4,100.76,403.04,2024-01-07,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Dimanche,Paris,PACA,PME,2023-12-24,Produit_Sto_108,Stockage,DataStore,100-500€,Hiver,False,0.00,14.00
CMD-Q1-01159,CLI0360,PRD0083,1,173.76,173.76,2024-03-28,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Jeudi,Strasbourg,Auvergne-RA,Particulier,2023-08-06,Produit_Acc_83,Accessoires,DataStore,100-500€,Hiver,False,0.00,235.00
CMD-Q1-01160,CLI0395,PRD0133,8,55.03,440.24,2024-02-11,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Dimanche,Nantes,Occitanie,Particulier,2020-05-16,Produit_Rés_133,Réseau,DataStore,100-500€,Hiver,False,0.00,1366.00
CMD-Q1-01161,CLI0115,PRD0140,2,84.52,169.04,2024-03-12,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Mardi,Marseille,Occitanie,PME,2023-01-17,,,,100-500€,Hiver,False,0.00,420.00
CMD-Q1-01162,CLI0096,PRD0136,4,54.70,218.80,2024-01-19,en_cours,PayPal,Île-de-France,Q1_2024,EUR,2024,1,1,Vendredi,Marseille,Auvergne-RA,PME,2022-12-03,Produit_Rés_136,Réseau,MediaShop,100-500€,Hiver,False,0.00,412.00
CMD-Q1-01163,CLI0470,PRD0151,4,221.15,884.60,2024-02-08,livrée,PayPal,Occitanie,Q1_2024,EUR,2024,2,1,Jeudi,Toulouse,PACA,Particulier,2023-11-04,Produit_Rés_151,Réseau,ElecPlus,500-2000€,Hiver,False,0.00,96.00
CMD-Q1-01164,CLI0458,PRD0110,5,126.57,632.85,2024-02-29,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Jeudi,Lille,PACA,Particulier,2022-11-28,Produit_Sto_110,Stockage,ElecPlus,500-2000€,Hiver,False,0.00,458.00
CMD-Q1-01165,CLI0394,PRD0056,6,46.62,279.72,2024-02-15,annulée,CB,PACA,Q1_2024,EUR,2024,2,1,Jeudi,Paris,PACA,Particulier,2020-07-05,Produit_Aud_56,Audio,TechPro,100-500€,Hiver,True,279.72,1320.00
CMD-Q1-01166,CLI0084,PRD0143,1,104.00,104.00,2024-03-26,livrée,Chèque,PACA,Q1_2024,EUR,2024,3,1,Mardi,Marseille,Nouvelle-Aquitaine,Startup,2023-10-19,Produit_Rés_143,Réseau,TechPro,100-500€,Hiver,False,0.00,159.00
CMD-Q1-01167,CLI0060,PRD0087,8,72.84,582.72,2024-02-05,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Lundi,Marseille,PACA,Particulier,2022-03-04,Produit_Acc_87,Accessoires,ElecPlus,500-2000€,Hiver,False,0.00,703.00
CMD-Q1-01168,CLI0423,PRD0135,9,112.71,1014.39,2024-03-18,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Lundi,Strasbourg,Nouvelle-Aquitaine,Particulier,2022-07-13,,,,500-2000€,Hiver,False,0.00,614.00
CMD-Q1-01169,CLI0235,PRD0005,5,95.95,479.75,2024-01-13,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Samedi,Lyon,PACA,Grand Compte,2020-09-29,Produit_Inf_5,Informatique,MediaShop,100-500€,Hiver,False,0.00,1201.00
CMD-Q1-01170,CLI0469,PRD0091,2,75.28,150.56,2024-02-19,en_cours,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Lundi,Toulouse,Île-de-France,Grand Compte,2021-06-12,,,,100-500€,Hiver,False,0.00,982.00
CMD-Q1-01171,CLI0041,PRD0015,9,80.47,724.23,2024-03-09,livrée,Virement,PACA,Q1_2024,EUR,2024,3,1,Samedi,Lille,Île-de-France,Grand Compte,2020-10-03,,,,500-2000€,Hiver,False,0.00,1253.00
CMD-Q1-01172,CLI0432,PRD0071,5,90.96,454.80,2024-01-18,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Jeudi,Nantes,Auvergne-RA,PME,2023-09-03,Produit_Aud_71,Audio,MediaShop,100-500€,Hiver,False,0.00,137.00
CMD-Q1-01173,CLI0490,PRD0057,1,85.50,85.50,2024-01-05,annulée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Vendredi,Montpellier,Occitanie,Particulier,2020-03-17,,,,<100€,Hiver,True,85.50,1389.00
CMD-Q1-01174,CLI0481,PRD0137,4,54.72,218.88,2024-01-01,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Lundi,Lille,Nouvelle-Aquitaine,PME,2021-02-04,Produit_Rés_137,Réseau,TechPro,100-500€,Hiver,False,0.00,1061.00
CMD-Q1-01175,CLI0213,PRD0144,2,212.05,424.10,2024-01-15,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Lundi,Toulouse,Auvergne-RA,Grand Compte,2022-09-20,Produit_Rés_144,Réseau,DataStore,100-500€,Hiver,False,0.00,482.00
CMD-Q1-01176,CLI0231,PRD0005,9,95.95,863.55,2024-02-02,en_cours,CB,Occitanie,Q1_2024,EUR,2024,2,1,Vendredi,Marseille,PACA,Particulier,2022-02-11,Produit_Inf_5,Informatique,MediaShop,500-2000€,Hiver,False,0.00,721.00
CMD-Q1-01177,CLI0377,PRD0076,9,211.08,1899.72,2024-02-26,livrée,PayPal,PACA,Q1_2024,EUR,2024,2,1,Lundi,Paris,Nouvelle-Aquitaine,Startup,2020-06-23,,,,500-2000€,Hiver,False,0.00,1343.00
CMD-Q1-01178,CLI0102,PRD0150,3,81.48,244.44,2024-03-18,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,3,1,Lundi,Montpellier,PACA,Particulier,2023-01-26,Produit_Rés_150,Réseau,MediaShop,100-500€,Hiver,False,0.00,417.00
CMD-Q1-01179,CLI0058,PRD0084,7,410.52,2873.64,2024-02-06,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Mardi,Paris,Occitanie,PME,2020-08-15,Produit_Acc_84,Accessoires,DataStore,>2000€,Hiver,False,0.00,1270.00
CMD-Q1-01180,CLI0294,PRD0019,2,62.97,125.94,2024-02-06,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Mardi,Paris,Île-de-France,Particulier,2020-09-26,,,,100-500€,Hiver,False,0.00,1228.00
CMD-Q1-01181,CLI0089,PRD0112,5,79.76,398.80,2024-01-18,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Jeudi,Lille,Auvergne-RA,Particulier,2020-12-07,Produit_Sto_112,Stockage,DataStore,100-500€,Hiver,False,0.00,1137.00
CMD-Q1-01182,CLI0338,PRD0065,7,352.58,2468.06,2024-03-19,annulée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Mardi,Lyon,Île-de-France,Particulier,2022-02-25,Produit_Aud_65,Audio,MediaShop,>2000€,Hiver,True,2468.06,753.00
CMD-Q1-01183,CLI0496,PRD0080,1,131.51,131.51,2024-01-21,livrée,CB,PACA,Q1_2024,EUR,2024,1,1,Dimanche,Marseille,PACA,Particulier,2021-07-26,,,,100-500€,Hiver,False,0.00,909.00
CMD-Q1-01184,CLI0192,PRD0052,4,118.68,474.72,2024-02-09,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Vendredi,Lyon,Occitanie,PME,2021-04-27,,,,100-500€,Hiver,False,0.00,1018.00
CMD-Q1-01185,CLI0186,PRD0012,1,295.77,295.77,2024-02-05,livrée,Virement,PACA,Q1_2024,EUR,2024,2,1,Lundi,Strasbourg,Nouvelle-Aquitaine,PME,2022-06-27,Produit_Inf_12,Informatique,TechPro,100-500€,Hiver,False,0.00,588.00
CMD-Q1-01186,CLI0462,PRD0122,9,108.11,972.99,2024-03-08,livrée,Virement,PACA,Q1_2024,EUR,2024,3,1,Vendredi,Nantes,Île-de-France,PME,2021-09-29,Produit_Sto_122,Stockage,ElecPlus,500-2000€,Hiver,False,0.00,891.00
CMD-Q1-01187,CLI0294,PRD0092,7,159.37,1115.59,2024-02-02,livrée,Virement,Île-de-France,Q1_2024,EUR,2024,2,1,Vendredi,Paris,Île-de-France,Particulier,2020-09-26,Produit_Acc_92,Accessoires,TechPro,500-2000€,Hiver,False,0.00,1224.00
CMD-Q1-01188,CLI0182,PRD0136,8,54.70,437.60,2024-02-05,en_cours,Virement,Île-de-France,Q1_2024,EUR,2024,2,1,Lundi,Toulouse,PACA,Grand Compte,2023-02-14,Produit_Rés_136,Réseau,MediaShop,100-500€,Hiver,False,0.00,356.00
CMD-Q1-01189,CLI0060,PRD0060,1,436.88,436.88,2024-01-05,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Vendredi,Marseille,PACA,Particulier,2022-03-04,,,,100-500€,Hiver,False,0.00,672.00
CMD-Q1-01190,CLI0420,PRD0012,3,295.77,887.31,2024-01-10,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mercredi,Toulouse,PACA,PME,2021-07-14,Produit_Inf_12,Informatique,TechPro,500-2000€,Hiver,False,0.00,910.00
CMD-Q1-01191,CLI0401,PRD0149,4,123.18,492.72,2024-02-24,en_cours,CB,PACA,Q1_2024,EUR,2024,2,1,Samedi,Paris,Auvergne-RA,Startup,2020-06-02,,,,100-500€,Hiver,False,0.00,1362.00
CMD-Q1-01192,CLI0104,PRD0076,5,211.08,1055.40,2024-02-16,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Vendredi,Lille,Occitanie,Particulier,2020-01-16,,,,500-2000€,Hiver,False,0.00,1492.00
CMD-Q1-01193,CLI0127,PRD0134,2,487.38,974.76,2024-02-15,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,2,1,Jeudi,Toulouse,Occitanie,Particulier,2022-07-04,Produit_Rés_134,Réseau,DataStore,500-2000€,Hiver,False,0.00,591.00
CMD-Q1-01194,CLI0261,PRD0078,8,217.49,1739.92,2024-02-20,livrée,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Mardi,Montpellier,Nouvelle-Aquitaine,Grand Compte,2023-09-27,Produit_Acc_78,Accessoires,DataStore,500-2000€,Hiver,False,0.00,146.00
CMD-Q1-01195,CLI0215,PRD0146,4,30.77,123.08,2024-02-20,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Mardi,Lyon,Nouvelle-Aquitaine,PME,2020-10-13,Produit_Rés_146,Réseau,TechPro,100-500€,Hiver,False,0.00,1225.00
CMD-Q1-01196,CLI0057,PRD0080,6,131.51,789.06,2024-01-22,inconnu,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Lundi,Toulouse,PACA,Particulier,2023-07-01,,,,500-2000€,Hiver,False,0.00,205.00
CMD-Q1-01197,CLI0088,PRD0137,4,54.72,218.88,2024-02-25,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,2,1,Dimanche,Toulouse,Auvergne-RA,Particulier,2022-07-22,Produit_Rés_137,Réseau,TechPro,100-500€,Hiver,False,0.00,583.00
CMD-Q1-01198,CLI0047,PRD0050,6,27.92,167.52,2024-01-23,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Mardi,Nantes,Auvergne-RA,Particulier,2020-09-17,Produit_Tél_50,Téléphonie,DataStore,100-500€,Hiver,False,0.00,1223.00
CMD-Q1-01199,CLI0473,PRD0130,7,186.38,1304.66,2024-01-10,livrée,Virement,PACA,Q1_2024,EUR,2024,1,1,Mercredi,Toulouse,Île-de-France,Particulier,2021-03-10,Produit_Rés_130,Réseau,DataStore,500-2000€,Hiver,False,0.00,1036.00
CMD-Q1-01200,CLI0383,PRD0095,6,106.83,640.98,2024-03-20,livrée,PayPal,PACA,Q1_2024,EUR,2024,3,1,Mercredi,Nantes,Île-de-France,PME,2023-01-18,Produit_Acc_95,Accessoires,MediaShop,500-2000€,Hiver,False,0.00,427.00
CMD-Q1-01201,CLI0098,PRD0047,1,68.36,68.36,2024-01-22,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Lundi,Paris,Occitanie,Particulier,2021-12-10,Produit_Tél_47,Téléphonie,TechPro,<100€,Hiver,False,0.00,773.00
CMD-Q1-01202,CLI0277,PRD0122,6,108.11,648.66,2024-01-01,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Lundi,Montpellier,Nouvelle-Aquitaine,Particulier,2020-06-12,Produit_Sto_122,Stockage,ElecPlus,500-2000€,Hiver,False,0.00,1298.00
CMD-Q1-01203,CLI0331,PRD0096,4,33.23,132.92,2024-03-28,livrée,PayPal,Île-de-France,Q1_2024,EUR,2024,3,1,Jeudi,Nantes,PACA,PME,2023-06-11,Produit_Acc_96,Accessoires,ElecPlus,100-500€,Hiver,False,0.00,291.00
CMD-Q1-01204,CLI0442,PRD0125,1,31.95,31.95,2024-01-10,en_cours,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Mercredi,Paris,Auvergne-RA,Grand Compte,2020-02-23,Produit_Rés_125,Réseau,TechPro,<100€,Hiver,False,0.00,1417.00
CMD-Q1-01205,CLI0445,PRD0145,5,54.52,272.60,2024-03-09,livrée,Virement,PACA,Q1_2024,EUR,2024,3,1,Samedi,Bordeaux,Occitanie,Grand Compte,2021-01-03,,,,100-500€,Hiver,False,0.00,1161.00
CMD-Q1-01206,CLI0260,PRD0144,1,212.05,212.05,2024-02-26,en_cours,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Lundi,Lille,Nouvelle-Aquitaine,PME,2022-09-11,Produit_Rés_144,Réseau,DataStore,100-500€,Hiver,False,0.00,533.00
CMD-Q1-01207,CLI0118,PRD0004,1,42.82,42.82,2024-01-23,en_cours,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Mardi,Montpellier,PACA,Particulier,2022-07-02,Produit_Inf_4,Informatique,DataStore,<100€,Hiver,False,0.00,570.00
CMD-Q1-01208,CLI0240,PRD0103,7,57.70,403.90,2024-01-09,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Mardi,Marseille,Nouvelle-Aquitaine,Particulier,2021-02-24,Produit_Sto_103,Stockage,DataStore,100-500€,Hiver,False,0.00,1049.00
CMD-Q1-01209,CLI0395,PRD0032,9,109.17,982.53,2024-03-09,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Samedi,Nantes,Occitanie,Particulier,2020-05-16,,,,500-2000€,Hiver,False,0.00,1393.00
CMD-Q1-01210,CLI0352,PRD0111,8,237.06,1896.48,2024-02-03,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Samedi,Montpellier,Île-de-France,Particulier,2023-11-08,Produit_Sto_111,Stockage,ElecPlus,500-2000€,Hiver,False,0.00,87.00
CMD-Q1-01211,CLI0174,PRD0075,8,71.64,573.12,2024-03-07,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Jeudi,Lille,Île-de-France,Particulier,2021-08-07,,,,500-2000€,Hiver,False,0.00,943.00
CMD-Q1-01212,CLI0485,PRD0093,3,62.68,188.04,2024-01-11,livrée,PayPal,Occitanie,Q1_2024,EUR,2024,1,1,Jeudi,Lyon,Île-de-France,PME,2021-05-19,Produit_Acc_93,Accessoires,ElecPlus,100-500€,Hiver,False,0.00,967.00
CMD-Q1-01213,CLI0060,PRD0107,9,101.48,913.32,2024-01-20,retournée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Samedi,Marseille,PACA,Particulier,2022-03-04,Produit_Sto_107,Stockage,ElecPlus,500-2000€,Hiver,False,0.00,687.00
CMD-Q1-01214,CLI0363,PRD0104,5,81.27,406.35,2024-03-08,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Vendredi,Toulouse,Nouvelle-Aquitaine,Particulier,2023-03-26,Produit_Sto_104,Stockage,MediaShop,100-500€,Hiver,False,0.00,348.00
CMD-Q1-01215,CLI0008,PRD0093,3,62.68,188.04,2024-01-29,livrée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,1,1,Lundi,Lille,Nouvelle-Aquitaine,PME,2022-04-03,Produit_Acc_93,Accessoires,ElecPlus,100-500€,Hiver,False,0.00,666.00
CMD-Q1-01216,CLI0193,PRD0129,4,124.46,497.84,2024-01-22,annulée,Chèque,Île-de-France,Q1_2024,EUR,2024,1,1,Lundi,Strasbourg,Occitanie,Grand Compte,2023-12-26,,,,100-500€,Hiver,True,497.84,27.00
CMD-Q1-01217,CLI0380,PRD0117,2,69.72,139.44,2024-03-03,annulée,CB,PACA,Q1_2024,EUR,2024,3,1,Dimanche,Nantes,PACA,PME,2020-07-13,Produit_Sto_117,Stockage,ElecPlus,100-500€,Hiver,True,139.44,1329.00
CMD-Q1-01218,CLI0132,PRD0141,8,326.57,2612.56,2024-03-13,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Mercredi,Lyon,Nouvelle-Aquitaine,Particulier,2022-04-28,Produit_Rés_141,Réseau,MediaShop,>2000€,Hiver,False,0.00,685.00
CMD-Q1-01219,CLI0389,PRD0020,2,304.72,609.44,2024-01-18,livrée,Virement,Auvergne-RA,Q1_2024,EUR,2024,1,1,Jeudi,Marseille,Occitanie,Particulier,2021-05-07,Produit_Inf_20,Informatique,TechPro,500-2000€,Hiver,False,0.00,986.00
CMD-Q1-01220,CLI0031,PRD0006,6,79.23,475.38,2024-02-25,retournée,Virement,Auvergne-RA,Q1_2024,EUR,2024,2,1,Dimanche,Nantes,Occitanie,Particulier,2021-10-06,Produit_Inf_6,Informatique,ElecPlus,100-500€,Hiver,False,0.00,872.00
CMD-Q1-01221,CLI0079,PRD0033,8,291.53,2332.24,2024-02-04,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Dimanche,Montpellier,Auvergne-RA,Particulier,2023-01-16,,,,>2000€,Hiver,False,0.00,384.00
CMD-Q1-01222,CLI0324,PRD0102,8,23.26,186.08,2024-02-06,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Mardi,Marseille,PACA,Particulier,2022-04-26,Produit_Sto_102,Stockage,ElecPlus,100-500€,Hiver,False,0.00,651.00
CMD-Q1-01223,CLI0190,PRD0023,5,163.48,817.40,2024-01-31,annulée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Mercredi,Nice,Île-de-France,PME,2023-08-09,Produit_Inf_23,Informatique,TechPro,500-2000€,Hiver,True,817.40,175.00
CMD-Q1-01224,CLI0068,PRD0082,5,36.44,182.20,2024-02-08,retournée,CB,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Jeudi,Nantes,Auvergne-RA,Particulier,2021-04-19,Produit_Acc_82,Accessoires,DataStore,100-500€,Hiver,False,0.00,1025.00
CMD-Q1-01225,CLI0016,PRD0073,6,200.41,1202.46,2024-02-15,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Jeudi,Paris,PACA,Particulier,2020-03-03,Produit_Aud_73,Audio,TechPro,500-2000€,Hiver,False,0.00,1444.00
CMD-Q1-01226,CLI0380,PRD0140,3,84.52,253.56,2024-01-28,annulée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Dimanche,Nantes,PACA,PME,2020-07-13,,,,100-500€,Hiver,True,253.56,1294.00
CMD-Q1-01227,CLI0314,PRD0147,6,56.16,336.96,2024-02-05,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Lundi,Nice,Occitanie,Grand Compte,2022-05-08,Produit_Rés_147,Réseau,ElecPlus,100-500€,Hiver,False,0.00,638.00
CMD-Q1-01228,CLI0356,PRD0050,9,27.92,251.28,2024-03-14,en_cours,CB,PACA,Q1_2024,EUR,2024,3,1,Jeudi,Strasbourg,PACA,Grand Compte,2023-06-08,Produit_Tél_50,Téléphonie,DataStore,100-500€,Hiver,False,0.00,280.00
CMD-Q1-01229,CLI0213,PRD0108,9,100.76,906.84,2024-01-21,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Dimanche,Toulouse,Auvergne-RA,Grand Compte,2022-09-20,Produit_Sto_108,Stockage,DataStore,500-2000€,Hiver,False,0.00,488.00
CMD-Q1-01230,CLI0387,PRD0004,7,42.82,299.74,2024-03-01,livrée,CB,Occitanie,Q1_2024,EUR,2024,3,1,Vendredi,Montpellier,Île-de-France,Startup,2020-01-15,Produit_Inf_4,Informatique,DataStore,100-500€,Hiver,False,0.00,1507.00
CMD-Q1-01231,CLI0146,PRD0135,2,112.71,225.42,2024-02-20,livrée,CB,PACA,Q1_2024,EUR,2024,2,1,Mardi,Montpellier,Auvergne-RA,Particulier,2023-01-12,,,,100-500€,Hiver,False,0.00,404.00
CMD-Q1-01232,CLI0445,PRD0022,2,235.27,470.54,2024-01-26,livrée,Virement,Occitanie,Q1_2024,EUR,2024,1,1,Vendredi,Bordeaux,Occitanie,Grand Compte,2021-01-03,,,,100-500€,Hiver,False,0.00,1118.00
CMD-Q1-01233,CLI0290,PRD0020,8,304.72,2437.76,2024-02-11,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Dimanche,Montpellier,PACA,Particulier,2020-05-22,Produit_Inf_20,Informatique,TechPro,>2000€,Hiver,False,0.00,1360.00
CMD-Q1-01234,CLI0010,PRD0039,2,29.83,59.66,2024-03-14,livrée,CB,PACA,Q1_2024,EUR,2024,3,1,Jeudi,Toulouse,Nouvelle-Aquitaine,Particulier,2023-11-26,Produit_Tél_39,Téléphonie,DataStore,<100€,Hiver,False,0.00,109.00
CMD-Q1-01235,CLI0213,PRD0005,1,95.95,95.95,2024-02-26,livrée,CB,Occitanie,Q1_2024,EUR,2024,2,1,Lundi,Toulouse,Auvergne-RA,Grand Compte,2022-09-20,Produit_Inf_5,Informatique,MediaShop,<100€,Hiver,False,0.00,524.00
CMD-Q1-01236,CLI0052,PRD0150,2,81.48,162.96,2024-01-06,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Samedi,Nice,Nouvelle-Aquitaine,PME,2022-12-01,Produit_Rés_150,Réseau,MediaShop,100-500€,Hiver,False,0.00,401.00
CMD-Q1-01237,CLI0392,PRD0050,5,27.92,139.60,2024-03-02,retournée,Virement,Auvergne-RA,Q1_2024,EUR,2024,3,1,Samedi,Nantes,Nouvelle-Aquitaine,Particulier,2022-03-07,Produit_Tél_50,Téléphonie,DataStore,100-500€,Hiver,False,0.00,726.00
CMD-Q1-01238,CLI0300,PRD0096,6,33.23,199.38,2024-02-05,livrée,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,2,1,Lundi,Marseille,PACA,Startup,2021-10-22,Produit_Acc_96,Accessoires,ElecPlus,100-500€,Hiver,False,0.00,836.00
CMD-Q1-01239,CLI0450,PRD0115,2,374.29,748.58,2024-02-23,en_cours,Virement,Île-de-France,Q1_2024,EUR,2024,2,1,Vendredi,Nantes,Auvergne-RA,Particulier,2023-06-29,Produit_Sto_115,Stockage,MediaShop,500-2000€,Hiver,False,0.00,239.00
CMD-Q1-01240,CLI0040,PRD0027,3,45.84,137.52,2024-01-26,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,1,1,Vendredi,Nice,Auvergne-RA,PME,2020-11-10,Produit_Tél_27,Téléphonie,DataStore,100-500€,Hiver,False,0.00,1172.00
CMD-Q1-01241,CLI0500,PRD0031,8,152.91,1223.28,2024-01-17,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Mercredi,Nantes,Auvergne-RA,Particulier,2022-04-12,,,,500-2000€,Hiver,False,0.00,645.00
CMD-Q1-01242,CLI0239,PRD0131,4,95.19,380.76,2024-03-30,livrée,Virement,PACA,Q1_2024,EUR,2024,3,1,Samedi,Lille,Nouvelle-Aquitaine,Grand Compte,2022-02-08,,,,100-500€,Hiver,False,0.00,781.00
CMD-Q1-01243,CLI0173,PRD0100,6,62.84,377.04,2024-02-20,en_cours,Virement,Auvergne-RA,Q1_2024,EUR,2024,2,1,Mardi,Toulouse,Île-de-France,PME,2023-05-28,Produit_Sto_100,Stockage,DataStore,100-500€,Hiver,False,0.00,268.00
CMD-Q1-01244,CLI0238,PRD0098,4,37.93,151.72,2024-03-10,livrée,CB,Île-de-France,Q1_2024,EUR,2024,3,1,Dimanche,Montpellier,Nouvelle-Aquitaine,Grand Compte,2020-09-12,Produit_Sto_98,Stockage,MediaShop,100-500€,Hiver,False,0.00,1275.00
CMD-Q1-01245,CLI0068,PRD0130,4,186.38,745.52,2024-02-29,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Jeudi,Nantes,Auvergne-RA,Particulier,2021-04-19,Produit_Rés_130,Réseau,DataStore,500-2000€,Hiver,False,0.00,1046.00
CMD-Q1-01246,CLI0040,PRD0109,6,18.30,109.80,2024-01-24,livrée,PayPal,PACA,Q1_2024,EUR,2024,1,1,Mercredi,Nice,Auvergne-RA,PME,2020-11-10,,,,100-500€,Hiver,False,0.00,1170.00
CMD-Q1-01247,CLI0369,PRD0148,7,70.91,496.37,2024-02-22,en_cours,CB,Île-de-France,Q1_2024,EUR,2024,2,1,Jeudi,Marseille,Nouvelle-Aquitaine,Grand Compte,2022-11-02,,,,100-500€,Hiver,False,0.00,477.00
CMD-Q1-01248,CLI0075,PRD0116,9,52.36,471.24,2024-01-15,livrée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Lundi,Marseille,Nouvelle-Aquitaine,PME,2022-07-13,Produit_Sto_116,Stockage,DataStore,100-500€,Hiver,False,0.00,551.00
CMD-Q1-01249,CLI0023,PRD0131,5,95.19,475.95,2024-03-12,livrée,CB,Auvergne-RA,Q1_2024,EUR,2024,3,1,Mardi,Toulouse,Occitanie,Particulier,2020-03-15,,,,100-500€,Hiver,False,0.00,1458.00
CMD-Q1-01250,CLI0265,PRD0082,5,36.44,182.20,2024-01-04,livrée,CB,Île-de-France,Q1_2024,EUR,2024,1,1,Jeudi,Strasbourg,Occitanie,Grand Compte,2021-05-06,Produit_Acc_82,Accessoires,DataStore,100-500€,Hiver,False,0.00,973.00
CMD-Q1-01251,CLI0478,PRD0091,6,75.28,451.68,2024-02-21,livrée,CB,PACA,Q1_2024,EUR,2024,2,1,Mercredi,Lyon,Occitanie,PME,2022-12-07,,,,100-500€,Hiver,False,0.00,441.00
CMD-Q1-01252,CLI0046,PRD0120,8,107.93,863.44,2024-01-12,annulée,CB,Occitanie,Q1_2024,EUR,2024,1,1,Vendredi,Nice,Occitanie,Particulier,2022-04-24,,,,500-2000€,Hiver,True,863.44,628.00
CMD-Q1-01253,CLI0071,PRD0095,8,106.83,854.64,2024-03-07,en_cours,Virement,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Jeudi,Nantes,Nouvelle-Aquitaine,Particulier,2023-10-15,Produit_Acc_95,Accessoires,MediaShop,500-2000€,Hiver,False,0.00,144.00
CMD-Q1-01254,CLI0303,PRD0017,5,222.33,1111.65,2024-03-02,livrée,Chèque,Nouvelle-Aquitaine,Q1_2024,EUR,2024,3,1,Samedi,Lille,PACA,Particulier,2021-08-27,Produit_Inf_17,Informatique,MediaShop,500-2000€,Hiver,False,0.00,918.00
CMD-Q1-01255,CLI0340,PRD0091,6,75.28,451.68,2024-02-02,livrée,PayPal,Occitanie,Q1_2024,EUR,2024,2,1,Vendredi,Lyon,PACA,PME,2023-03-09,,,,100-500€,Hiver,False,0.00,330.00
